objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
3UsMkaYNna,MOOSPMPSParser,1685145660,7.26,7.26,4.5,8.76,8.76,4.76,4.76,9.7,9.7,4.76,1423.71,409.05,1094119.38,39.5,35.86,1.96,35.95,35.96,1.0,0.65,35.97,0.47,26.6,41.6,42.249,42,e00fce68a145996ae3d821b8,2023-05-27 00:00:59.141000+00:00,2023-05-27T00:00:59.342Z,2023-05-27T00:00:59.342Z
FqV7EWTW8J,MOOSPMPSParser,1685145960,5.3,5.3,2.78,8.24,8.21,2.97,2.99,9.43,9.43,3.0,1399.96,367.56,8153.93,55.8,22.13,6.7,22.21,22.22,1.6,0.75,22.22,0.5,27.9,37.0,48.246,42,e00fce68f8f5a1da595c7249,2023-05-27 00:06:02.004000+00:00,2023-05-27T00:06:02.251Z,2023-05-27T00:06:02.251Z
Fd14iUEVIt,MOOSPMPSParser,1685146260,6.77,6.77,3.79,8.06,8.06,4.01,4.01,9.25,9.25,4.01,1318.49,379.94,1094395.38,39.02,30.17,2.66,30.24,30.25,1.14,0.71,30.26,0.47,26.8,41.8,41.588,42,e00fce68a145996ae3d821b8,2023-05-27 00:10:58.881000+00:00,2023-05-27T00:10:59.053Z,2023-05-27T00:10:59.053Z
VPMqA9hWbv,MOOSPMPSParser,1685146560,3.48,3.48,3.03,5.03,5.03,3.22,3.24,5.72,5.72,3.25,1022.43,268.27,8363.3,37.2,24.07,2.5,24.16,24.17,0.89,0.35,24.17,0.49,27.4,39.1,54.839,42,e00fce68f8f5a1da595c7249,2023-05-27 00:16:02.015000+00:00,2023-05-27T00:16:02.244Z,2023-05-27T00:16:02.244Z
H0VS0uSoXC,MOOSPMPSParser,1685146860,6.45,6.45,4.21,7.87,7.87,4.45,4.45,8.74,8.74,4.45,1298.89,374.53,1094668.75,36.19,33.48,1.82,33.57,33.57,1.0,0.56,33.58,0.48,26.7,41.4,41.73,42,e00fce68a145996ae3d821b8,2023-05-27 00:20:58.971000+00:00,2023-05-27T00:20:59.185Z,2023-05-27T00:20:59.185Z
x1beUqbhSU,MOOSPMPSParser,1685147160,8.68,7.76,9.06,13.69,12.19,9.62,9.64,15.2,14.01,9.66,2036.4,541.62,8866.6,93.71,72.1,10.24,72.31,72.34,2.05,0.75,72.35,0.51,27.5,40.6,53.247,42,e00fce68f8f5a1da595c7249,2023-05-27 00:26:02.104000+00:00,2023-05-27T00:26:02.350Z,2023-05-27T00:26:02.350Z
uNXnPRhnHH,MOOSPMPSParser,1685147461,5.84,5.84,3.25,7.29,7.29,3.51,3.57,7.93,7.93,3.6,1192.65,341.1,1094917.88,35.73,25.83,2.0,25.96,25.98,0.72,0.39,25.99,0.52,26.9,40.5,42.48,42,e00fce68a145996ae3d821b8,2023-05-27 00:30:59.039000+00:00,2023-05-27T00:30:59.212Z,2023-05-27T00:30:59.212Z
PKSQGyYyYR,MOOSPMPSParser,1685147760,7.57,7.57,3.61,12.33,12.31,4.04,4.23,14.26,14.26,4.32,1795.77,481.33,9344.22,86.37,28.51,10.77,28.8,28.84,2.8,1.09,28.85,0.59,27.6,39.2,50.665,42,e00fce68f8f5a1da595c7249,2023-05-27 00:36:02.241000+00:00,2023-05-27T00:36:02.410Z,2023-05-27T00:36:02.410Z
AFKJxXUQjv,MOOSPMPSParser,1685148061,5.34,5.34,3.22,6.62,6.62,3.41,3.41,7.31,7.31,3.41,1107.06,320.14,1095166.62,33.97,25.65,1.73,25.72,25.73,0.73,0.4,25.73,0.49,26.6,41.2,42.184,42,e00fce68a145996ae3d821b8,2023-05-27 00:40:59.046000+00:00,2023-05-27T00:40:59.308Z,2023-05-27T00:40:59.308Z
xkkJJhypFD,MOOSPMPSParser,1685148360,4.12,4.12,3.1,5.92,5.92,3.48,3.65,6.59,6.59,3.73,1166.79,302.17,9590.46,39.79,24.41,3.17,24.68,24.71,0.94,0.47,24.72,0.54,26.9,41.6,55.698,42,e00fce68f8f5a1da595c7249,2023-05-27 00:46:02.101000+00:00,2023-05-27T00:46:02.377Z,2023-05-27T00:46:02.377Z
EC4ZIpAs6Y,MOOSPMPSParser,1685148661,4.99,4.99,3.38,6.21,6.21,3.58,3.59,6.72,6.72,3.59,1045.41,299.25,1095407.38,30.84,26.92,1.72,26.99,27.0,0.49,0.24,27.01,0.5,26.7,40.1,42.601,42,e00fce68a145996ae3d821b8,2023-05-27 00:50:58.950000+00:00,2023-05-27T00:50:59.152Z,2023-05-27T00:50:59.152Z
SEbPmJln58,MOOSPMPSParser,1685148960,4.7,4.7,3.86,7.22,7.22,4.2,4.29,8.66,8.66,4.34,1269.02,335.03,9860.32,49.94,30.62,5.92,30.81,30.83,1.97,0.81,30.84,0.5,26.8,41.7,56.154,42,e00fce68f8f5a1da595c7249,2023-05-27 00:56:02.254000+00:00,2023-05-27T00:56:02.566Z,2023-05-27T00:56:02.566Z
