objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
cVo7HTbLCb,MOOSPMPSParser,1683504240,0.05,0.05,0.97,0.24,0.24,1.03,1.03,0.34,0.34,1.03,319.61,82.27,1815.6,10.0,7.75,0.69,7.76,7.77,0.17,0.0,7.77,0.47,25.3,36.2,45.284,42,e00fce68f8f5a1da595c7249,2023-05-08 00:04:02.083000+00:00,2023-05-08T00:04:02.260Z,2023-05-08T00:04:02.260Z
6AgGzp2Fnm,MOOSPMPSParser,1683504541,1.3,1.3,1.44,1.88,1.88,1.52,1.52,2.09,2.09,1.52,451.8,129.09,401558.56,11.03,11.43,0.8,11.45,11.46,0.26,0.18,11.46,0.48,24.2,36.4,38.279,42,e00fce68a145996ae3d821b8,2023-05-08 00:09:02.258000+00:00,2023-05-08T00:09:02.446Z,2023-05-08T00:09:02.446Z
CrgtbSm0zT,MOOSPMPSParser,1683504840,0.05,0.05,0.82,0.21,0.21,0.86,0.86,0.3,0.3,0.86,329.82,86.11,1868.04,8.56,6.51,0.6,6.53,6.53,0.13,0.13,6.53,0.45,25.3,35.1,46.111,42,e00fce68f8f5a1da595c7249,2023-05-08 00:14:02.237000+00:00,2023-05-08T00:14:02.437Z,2023-05-08T00:14:02.437Z
4aLN4krQUD,MOOSPMPSParser,1683505141,1.46,1.46,1.31,1.84,1.84,1.38,1.38,2.02,2.02,1.38,436.32,125.29,401647.72,9.62,10.41,0.61,10.44,10.44,0.18,0.18,10.44,0.46,24.0,36.7,38.804,42,e00fce68a145996ae3d821b8,2023-05-08 00:19:02.396000+00:00,2023-05-08T00:19:02.596Z,2023-05-08T00:19:02.596Z
Uk1upo8ZeP,MOOSPMPSParser,1683505440,0.07,0.07,0.61,0.18,0.18,0.65,0.65,0.24,0.24,0.65,324.87,82.94,1923.19,7.64,4.89,0.36,4.9,4.9,0.09,0.04,4.9,0.47,24.7,36.9,46.647,42,e00fce68f8f5a1da595c7249,2023-05-08 00:24:02.163000+00:00,2023-05-08T00:24:02.359Z,2023-05-08T00:24:02.359Z
ec9LVfEiUL,MOOSPMPSParser,1683505741,1.56,1.56,1.25,2.02,2.02,1.32,1.32,2.26,2.26,1.32,447.68,128.53,401739.84,12.16,9.94,0.54,9.97,9.97,0.22,0.18,9.97,0.45,24.0,36.9,38.421,42,e00fce68a145996ae3d821b8,2023-05-08 00:29:02.502000+00:00,2023-05-08T00:29:02.707Z,2023-05-08T00:29:02.707Z
4SPeZregCI,MOOSPMPSParser,1683506040,0.02,0.02,0.8,0.24,0.24,0.85,0.85,0.36,0.36,0.85,350.07,88.11,1980.06,8.5,6.37,0.72,6.39,6.39,0.17,0.13,6.39,0.45,24.2,37.3,46.727,42,e00fce68f8f5a1da595c7249,2023-05-08 00:34:02.005000+00:00,2023-05-08T00:34:02.186Z,2023-05-08T00:34:02.186Z
AHVOjaQSvl,MOOSPMPSParser,1683506400,1.63,1.63,1.43,2.2,2.2,1.51,1.51,2.35,2.35,1.51,494.39,140.34,401850.59,11.58,11.37,0.55,11.4,11.4,0.2,0.04,11.4,0.46,23.8,37.1,38.445,42,e00fce68a145996ae3d821b8,2023-05-08 00:40:01.198000+00:00,2023-05-08T00:40:01.409Z,2023-05-08T00:40:01.409Z
j2Qszkhz5Y,MOOSPMPSParser,1683506641,0.06,0.06,1.04,0.34,0.34,1.11,1.11,0.54,0.54,1.11,342.87,88.96,2045.29,9.55,8.31,0.84,8.34,8.34,0.31,0.09,8.34,0.49,23.9,38.4,47.524,42,e00fce68f8f5a1da595c7249,2023-05-08 00:44:02.102000+00:00,2023-05-08T00:44:02.280Z,2023-05-08T00:44:02.280Z
RD8sO8ZhTQ,MOOSPMPSParser,1683507000,1.52,1.52,1.31,1.96,1.96,1.38,1.38,2.2,2.2,1.38,487.56,137.92,401947.34,11.73,10.4,0.48,10.43,10.43,0.31,0.17,10.43,0.45,24.3,38.2,37.883,42,e00fce68a145996ae3d821b8,2023-05-08 00:50:01.366000+00:00,2023-05-08T00:50:01.588Z,2023-05-08T00:50:01.588Z
vrx80AUTDn,MOOSPMPSParser,1683507241,0.01,0.01,0.84,0.31,0.31,0.88,0.88,0.67,0.67,0.88,345.96,89.29,2113.41,9.3,6.65,0.9,6.67,6.67,0.47,0.31,6.67,0.45,23.9,38.9,46.06,42,e00fce68f8f5a1da595c7249,2023-05-08 00:54:02.175000+00:00,2023-05-08T00:54:02.370Z,2023-05-08T00:54:02.370Z
