objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
qa556I5wJQ,MOOSPMv3Parser,1730160001,0,0,1,0,0,3,5,1,1,5,177,49,34443,8,4,1,6,6,20,29,6,1,20,21,39,37,509.681,43,6,36.785412,-119.773132,54.499001,8,600,58,3,e00fce6856818e5885f65487,2024-10-29 00:00:01.134000+00:00,2024-10-29T00:00:01.353Z,2024-10-29T00:00:01.353Z
aOglciyHc5,MOOSPMv3Parser,1730160001,0,0,1,0,0,1,1,0,0,1,124,34,20654,5,5,0,5,5,21,23,5,1,21,23,32,29,37.411,5,22,36.139,-120.368317,158.556,6,600,58,3,e00fce68f12da1a0c5de6248,2024-10-29 00:00:02.660000+00:00,2024-10-29T00:00:03.215Z,2024-10-29T00:00:03.215Z
j64UWdU7V2,MOOSPMv3Parser,1730160000,0,0,1,1,1,2,3,1,1,4,163,49,355516,10,7,2,9,9,0,0,9,1,20,21,41,40,0.151,27,37,36.433517,-119.92337,10.453,9,600,58,3,e00fce6876826e255108c6bd,2024-10-29 00:00:03.325000+00:00,2024-10-29T00:00:03.814Z,2024-10-29T00:00:03.814Z
tbAfwp2GHZ,MOOSPMv3Parser,1730160001,0,0,1,0,0,1,1,0,0,1,158,33,53192,6,6,0,6,6,20,22,6,1,20,22,31,31,33.303,2,12,36.13892,-120.368347,154.658005,7,600,58,3,e00fce68e88237db75a60608,2024-10-29 00:00:03.250000+00:00,2024-10-29T00:00:04.005Z,2024-10-29T00:00:04.005Z
JmGBGVvHBC,MOOSPMv3Parser,1730160000,0,0,1,0,0,1,1,0,0,1,163,35,141,7,5,1,6,6,20,20,6,1,20,22,31,31,515.566,1,3,36.138912,-120.368393,192.548996,0,600,58,3,e00fce68e739ecbcf9e91965,2024-10-29 00:00:03.452000+00:00,2024-10-29T00:00:04.070Z,2024-10-29T00:00:04.070Z
U53cBwZOWJ,MOOSPMv3Parser,1730160000,0,0,1,1,1,1,1,1,1,1,280,63,240720,11,7,1,7,7,19,28,7,1,20,20,38,39,511.419,12,10,36.010609,-120.140335,214.654007,7,600,58,3,e00fce6850cac69f647dc199,2024-10-29 00:00:03.670000+00:00,2024-10-29T00:00:04.197Z,2024-10-29T00:00:04.197Z
O9PIJTU7Hk,MOOSPMv3Parser,1730160601,0,0,1,0,0,1,1,0,0,2,139,33,17318,5,5,0,5,6,20,24,6,1,21,21,29,31,511.187,6,16,36.138988,-120.36834,178.669006,8,600,58,3,e00fce6835b6173deb1a1f49,2024-10-29 00:09:57.887000+00:00,2024-10-29T00:09:58.092Z,2024-10-29T00:09:58.092Z
l1ATphg4Cy,MOOSPMv3Parser,1730160601,0,0,2,0,0,10,16,0,0,19,143,37,34444,5,12,1,19,21,20,29,21,1,20,21,40,38,509.605,44,5,36.78537,-119.773132,62.848,11,600,58,3,e00fce6856818e5885f65487,2024-10-29 00:10:01.045000+00:00,2024-10-29T00:10:01.252Z,2024-10-29T00:10:01.252Z
zhWEs94InL,MOOSPMv3Parser,1730160601,0,0,1,0,0,1,1,0,0,1,135,37,20657,7,4,0,4,4,20,23,4,1,20,23,33,29,37.677,6,23,36.139038,-120.368347,163.395004,7,600,58,3,e00fce68f12da1a0c5de6248,2024-10-29 00:10:02.147000+00:00,2024-10-29T00:10:02.340Z,2024-10-29T00:10:02.340Z
BFAN18LDwH,MOOSPMv3Parser,1730160601,0,0,1,0,0,1,1,0,0,1,119,30,53196,5,5,1,5,5,20,22,5,1,20,21,31,31,33.482,2,13,36.13895,-120.368309,174.244995,4,600,58,3,e00fce68e88237db75a60608,2024-10-29 00:10:03.211000+00:00,2024-10-29T00:10:03.479Z,2024-10-29T00:10:03.479Z
