objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
lMkLWJiqwv,MOOSPMv3Parser,1755388800,1,1,2,1,1,2,2,1,1,2,444,119,254122,18,13,1,13,13,34,20,13,1,36,40,29,27,32.895,27,3277,36.526569,-119.29023,65.224998,7,600,58,3,e00fce68e28dcbc9a589be10,2025-08-17 00:00:02.748000+00:00,2025-08-17T00:00:03.552Z,2025-08-17T00:00:03.552Z
1kZcfshKHr,MOOSPMv3Parser,1755388800,0,0,0,0,0,0,0,0,0,0,114,28,59240,4,3,0,3,3,34,21,3,0,36,40,28,27,0.007,101,1,36.138958,-120.368317,174.824997,9,600,58,3,e00fce68f12da1a0c5de6248,2025-08-17 00:00:02.883000+00:00,2025-08-17T00:00:03.815Z,2025-08-17T00:00:03.815Z
OZujzIv1Qm,MOOSPMv3Parser,1755388801,2,2,2,2,2,2,2,3,3,2,698,166,182566,21,14,0,14,14,32,21,14,0,34,37,29,28,34.454,27,3277,35.949574,-119.049896,117.322998,7,600,58,3,e00fce6858b443fd80f27170,2025-08-17 00:00:03.146000+00:00,2025-08-17T00:00:04.087Z,2025-08-17T00:00:04.087Z
67znGlanrg,MOOSPMv3Parser,1755388800,0,0,0,0,0,1,1,0,0,1,144,69,57512,5,4,1,4,4,36,25,4,1,37,41,29,26,3.592,176,1,36.139107,-120.36837,191.125,7,600,58,3,e00fce68d6b773b56ce8baa0,2025-08-17 00:00:03.475000+00:00,2025-08-17T00:00:04.262Z,2025-08-17T00:00:04.262Z
fkDEyVDplX,MOOSPMv3Parser,1755388801,2,2,4,3,3,4,4,3,3,4,390,305,89474,36,27,1,28,28,32,23,28,0,30,35,33,27,42.911,24,1,40.59409,-105.07579,1505.972046,8,600,58,3,e00fce68b74b750aa2a7da46,2025-08-17 00:00:03.519000+00:00,2025-08-17T00:00:04.457Z,2025-08-17T00:00:04.457Z
hqVNSi9x5r,MOOSPMv3Parser,1755388801,0,0,1,0,0,2,2,0,0,2,167,81,169958,9,10,1,11,11,34,26,11,1,35,38,27,25,33.099,30,1,35.670452,-119.23909,80.283997,5,600,58,3,e00fce686dc2ef0a68fa40b0,2025-08-17 00:00:04.231000+00:00,2025-08-17T00:00:04.630Z,2025-08-17T00:00:04.630Z
bIoGL0VPP4,MOOSPMv3Parser,1755388800,0,0,1,0,0,1,1,0,0,1,140,39,147092,5,5,0,5,5,34,21,5,1,37,39,28,28,23.907,177,1,35.613247,-119.689537,60.832001,11,600,58,3,e00fce682bbf742cd0b6768a,2025-08-17 00:00:04.664000+00:00,2025-08-17T00:00:04.952Z,2025-08-17T00:00:04.952Z
3ypoCeVMJp,MOOSPMv3Parser,1755388800,1,1,2,2,2,2,2,2,2,2,551,108,151919,16,13,1,13,13,32,19,13,0,33,36,29,28,33.958,81,1,36.037575,-120.173203,202.218994,8,600,58,3,e00fce68e88237db75a60608,2025-08-17 00:00:04.985000+00:00,2025-08-17T00:00:05.360Z,2025-08-17T00:00:05.360Z
BvGp56uKJq,MOOSPMv3Parser,1755389400,0,0,1,0,0,1,1,0,0,1,176,50,147096,6,5,0,5,5,33,22,5,1,36,38,29,28,23.113,172,1,35.613163,-119.689552,54.667,8,600,58,3,e00fce682bbf742cd0b6768a,2025-08-17 00:10:02.096000+00:00,2025-08-17T00:10:02.345Z,2025-08-17T00:10:02.345Z
kND1oJFEz0,MOOSPMv3Parser,1755389400,0,0,1,0,0,1,1,0,0,1,149,71,57516,5,4,0,4,4,36,25,4,1,36,40,30,27,3.462,167,1,36.138985,-120.368408,184.720993,7,600,58,3,e00fce68d6b773b56ce8baa0,2025-08-17 00:10:02.568000+00:00,2025-08-17T00:10:02.785Z,2025-08-17T00:10:02.785Z
